m,Cost,Algorithm
20,368262.2289800440,Classical-Relaxed
20,55343.38959131040,Classical-Relaxed
20,172227.03138571600,Classical-Relaxed
20,196261.05365438500,Classical-Relaxed
20,837.3422396888790,Classical-Relaxed
20,82863.10792182410,Classical-Relaxed
20,71399.51827398990,Classical-Relaxed
20,238274.412782666,Classical-Relaxed
20,112568.46245019500,Classical-Relaxed
20,39962.176471103500,Classical-Relaxed
20,233660.03276734200,Classical-Relaxed
20,4731.298977361670,Classical-Relaxed
20,17685.146372156200,Classical-Relaxed
20,42844.437369998900,Classical-Relaxed
20,88433.3553486478,Classical-Relaxed
20,41492.183452133300,Classical-Relaxed
20,42844.73133565110,Classical-Relaxed
20,67384.81583832480,Classical-Relaxed
20,100471.3456939670,Classical-Relaxed
20,71400.45794707310,Classical-Relaxed
20,115648.98209027400,Classical-Relaxed
20,82863.3179983979,Classical-Relaxed
20,508088.0033000200,Classical-Relaxed
20,1213.6971138146600,Classical-Relaxed
20,13670.316170151100,Classical-Relaxed
20,197983.02389628800,Classical-Relaxed
20,14652.514193590100,Classical-Relaxed
20,13676.35795936600,Classical-Relaxed
20,60673.90199155130,Classical-Relaxed
20,21966.59389784080,Classical-Relaxed
20,84964.95177037010,Classical-Relaxed
20,14655.326926855200,Classical-Relaxed
20,21538.94791204330,Classical-Relaxed
20,4615.323277206590,Classical-Relaxed
20,4206.261642872540,Classical-Relaxed
20,13677.516189686700,Classical-Relaxed
20,14227.159489156000,Classical-Relaxed
20,3278.255245863450,Classical-Relaxed
20,197983.10144358100,Classical-Relaxed
20,105994.34593556000,Classical-Relaxed
20,131541.27271685400,Classical-Relaxed
20,3715.171401822790,Classical-Relaxed
20,60673.15778522540,Classical-Relaxed
20,112882.0876516220,Classical-Relaxed
20,161520.21766496200,Classical-Relaxed
20,175236.1382458830,Classical-Relaxed
20,32356.481404471800,Classical-Relaxed
20,72099.71781173780,Classical-Relaxed
20,68735.83238797200,Classical-Relaxed
20,53475.30961210830,Classical-Relaxed
20,53475.201701564000,Classical-Relaxed
20,413303.2338294530,Classical-Relaxed
20,70892.01989578440,Classical-Relaxed
20,53665.512724422000,Classical-Relaxed
20,172821.10819756300,Classical-Relaxed
20,197103.0163033150,Classical-Relaxed
20,70180.79356894800,Classical-Relaxed
20,53475.12061587450,Classical-Relaxed
20,69989.50556023670,Classical-Relaxed
20,158570.3317787960,Classical-Relaxed
20,151668.52189776300,Classical-Relaxed
20,56035.47351048210,Classical-Relaxed
20,70179.43842849320,Classical-Relaxed
20,16290.068045222200,Classical-Relaxed
20,331551.1786326190,Classical-Relaxed
20,12016.01178424930,Classical-Relaxed
20,264517.14781233600,Classical-Relaxed
20,288523.0593583950,Classical-Relaxed
20,12011.424807257100,Classical-Relaxed
20,177617.90047954800,Classical-Relaxed
20,148172.2049489000,Classical-Relaxed
20,292437.6420934120,Classical-Relaxed
20,136977.7204898050,Classical-Relaxed
20,59705.4347475753,Classical-Relaxed
20,148172.01640368600,Classical-Relaxed
20,100465.0718377860,Classical-Relaxed
20,88227.25443421660,Classical-Relaxed
20,148172.46289840900,Classical-Relaxed
20,96012.06113366060,Classical-Relaxed
20,417955.00914455800,Classical-Relaxed
20,128355.0606150390,Classical-Relaxed
20,29591.92453568350,Classical-Relaxed
20,100465.17394426500,Classical-Relaxed
20,25677.840884215700,Classical-Relaxed
20,176300.030460415,Classical-Relaxed
20,196262.24691499800,Classical-Relaxed
20,72291.33474068210,Classical-Relaxed
20,163548.24917121000,Classical-Relaxed
20,163548.29747247600,Classical-Relaxed
20,72291.60970852370,Classical-Relaxed
20,22322.12975629640,Classical-Relaxed
20,465802.03865302800,Classical-Relaxed
20,247642.1336906930,Classical-Relaxed
20,98932.7823790366,Classical-Relaxed
20,163548.2762260840,Classical-Relaxed
20,98931.57246529320,Classical-Relaxed
20,58143.250783860100,Classical-Relaxed
20,48952.773158546500,Classical-Relaxed
20,101200.85165540500,Classical-Relaxed
20,176297.92251870000,Classical-Relaxed
20,87307.49925733380,Classical-Relaxed
20,108819.29781833600,Classical-Relaxed
20,48956.204059411500,Classical-Relaxed
20,312638.0721945570,Classical-Relaxed
20,211412.0642288740,Classical-Relaxed
20,54947.755778938300,Classical-Relaxed
20,13124.01226517730,Classical-Relaxed
20,326427.20256215800,Classical-Relaxed
20,16573.469134768800,Classical-Relaxed
20,203747.4859213450,Classical-Relaxed
20,9278.961318561860,Classical-Relaxed
20,10334.499443575800,Classical-Relaxed
20,10158.684154984900,Classical-Relaxed
20,142199.76783546100,Classical-Relaxed
20,30223.885974751700,Classical-Relaxed
20,142199.26570231700,Classical-Relaxed
20,21532.509269433300,Classical-Relaxed
20,56888.91458799120,Classical-Relaxed
20,54956.05970612210,Classical-Relaxed
20,140365.75246221500,Classical-Relaxed
20,18936.134260919200,Classical-Relaxed
20,125044.16865413600,Classical-Relaxed
20,27849.359605211900,Classical-Relaxed
20,8555.256027740800,Classical-Relaxed
20,66565.72934764540,Classical-Relaxed
20,66256.49999144030,Classical-Relaxed
20,226998.1722463040,Classical-Relaxed
20,65334.548599240400,Classical-Relaxed
20,27797.87050668710,Classical-Relaxed
20,33441.33396732490,Classical-Relaxed
20,119278.29210556800,Classical-Relaxed
20,27797.95653791990,Classical-Relaxed
20,23720.558212325000,Classical-Relaxed
20,65313.04970841480,Classical-Relaxed
20,84648.47980365520,Classical-Relaxed
20,66546.20816841300,Classical-Relaxed
20,27957.627926390800,Classical-Relaxed
20,99927.11210122420,Classical-Relaxed
20,315403.6448136910,Classical-Relaxed
20,70529.91596013530,Classical-Relaxed
20,62453.340656702500,Classical-Relaxed
20,128319.73369781800,Classical-Relaxed
20,4693.351542570450,Classical-Relaxed
20,66548.43301233670,Classical-Relaxed
20,174524.8348687680,Classical-Relaxed
20,54669.03392413520,Classical-Relaxed
20,103241.34211532400,Classical-Relaxed
20,66436.29957783400,Classical-Relaxed
20,87574.16185885400,Classical-Relaxed
20,8765.125000947020,Classical-Relaxed
20,17593.37556212340,Classical-Relaxed
20,54670.00636125400,Classical-Relaxed
20,29309.70446488410,Classical-Relaxed
20,18663.712559912700,Classical-Relaxed
20,36301.55711915660,Classical-Relaxed
20,52022.2023536689,Classical-Relaxed
20,37361.744017507900,Classical-Relaxed
20,56077.57276921860,Classical-Relaxed
20,37361.85383815470,Classical-Relaxed
20,398802.0242928640,Classical-Relaxed
20,18661.679602253100,Classical-Relaxed
20,82483.3896084971,Classical-Relaxed
20,37362.25191459800,Classical-Relaxed
20,52023.341249432300,Classical-Relaxed
20,200289.54088168300,Classical-Relaxed
20,43530.5136739536,Classical-Relaxed
20,161518.46818563300,Classical-Relaxed
20,100314.13305850200,Classical-Relaxed
20,178703.38556469300,Classical-Relaxed
20,200289.80361439400,Classical-Relaxed
20,158990.04437586700,Classical-Relaxed
20,52900.27797151800,Classical-Relaxed
20,171860.69910399000,Classical-Relaxed
20,161050.06613696900,Classical-Relaxed
20,102206.1579783450,Classical-Relaxed
20,45182.21609065670,Classical-Relaxed
20,102206.14486863200,Classical-Relaxed
20,20094.34377032650,Classical-Relaxed
20,176852.987169485,Classical-Relaxed
20,118176.29309811500,Classical-Relaxed
20,20094.113656823000,Classical-Relaxed
20,237230.0635021180,Classical-Relaxed
20,98334.27265168560,Classical-Relaxed
20,228177.67410990900,Classical-Relaxed
20,142272.79992808500,Classical-Relaxed
20,22780.841149752000,Classical-Relaxed
20,147258.83967417600,Classical-Relaxed
20,19631.052705799800,Classical-Relaxed
20,273993.1811197200,Classical-Relaxed
20,396649.1049776860,Classical-Relaxed
20,210997.4283797460,Classical-Relaxed
20,22992.000713669600,Classical-Relaxed
20,131533.60096189800,Classical-Relaxed
20,78418.01636019100,Classical-Relaxed
20,264283.5106358360,Classical-Relaxed
20,38672.11989904780,Classical-Relaxed
20,43395.04896101750,Classical-Relaxed
20,213208.0558227770,Classical-Relaxed
20,38675.5528413112,Classical-Relaxed
20,38690.08105987790,Classical-Relaxed
20,648265.0676866810,Classical-Relaxed
20,264283.4784512270,Classical-Relaxed
20,210997.2434175640,Classical-Relaxed
20,94924.85932032970,Classical-Relaxed
20,44466.54105733890,Classical-Relaxed
20,34623.15604108210,Classical-Relaxed
20,39852.30659443350,Classical-Relaxed
20,142343.49348553700,Classical-Relaxed
20,195168.18435126800,Classical-Relaxed
20,65574.78006556870,Classical-Relaxed
20,142342.85083242400,Classical-Relaxed
20,64600.47042511380,Classical-Relaxed
20,32980.780703735300,Classical-Relaxed
20,98699.32623460160,Classical-Relaxed
20,43141.254992839300,Classical-Relaxed
20,45865.527395406600,Classical-Relaxed
20,68253.02135878700,Classical-Relaxed
20,64514.19137957820,Classical-Relaxed
20,32980.823182386500,Classical-Relaxed
20,9637.400498774520,Classical-Relaxed
20,24206.768619687300,Classical-Relaxed
20,236546.1585870960,Classical-Relaxed
20,64511.92051587810,Classical-Relaxed
20,29382.32735631290,Classical-Relaxed
20,21112.237037996100,Classical-Relaxed
20,121166.52249924300,Classical-Relaxed
20,65565.07868704040,Classical-Relaxed
20,64018.958663701800,Classical-Relaxed
20,48109.79426542710,Classical-Relaxed
20,171787.68531493000,Classical-Relaxed
20,52874.26557684760,Classical-Relaxed
20,275105.3219702000,Classical-Relaxed
20,17418.495626660600,Classical-Relaxed
20,40455.31905056980,Classical-Relaxed
20,52342.212044938700,Classical-Relaxed
20,52342.4141167452,Classical-Relaxed
20,201101.7481347330,Classical-Relaxed
20,9826.587106797580,Classical-Relaxed
20,224481.2891120530,Classical-Relaxed
20,25747.82319493890,Classical-Relaxed
20,121163.32631509500,Classical-Relaxed
20,40210.71179619000,Classical-Relaxed
20,122018.01410905800,Classical-Relaxed
20,4921.48782911717,Classical-Relaxed
20,54137.25074399480,Classical-Relaxed
20,49539.6913806233,Classical-Relaxed
20,177603.76122663200,Classical-Relaxed
20,177871.59014088500,Classical-Relaxed
20,112967.51968539900,Classical-Relaxed
20,49549.42414089530,Classical-Relaxed
20,112966.30694935300,Classical-Relaxed
20,102115.83080250000,Classical-Relaxed
20,54138.89895072380,Classical-Relaxed
20,42550.33434268550,Classical-Relaxed
20,54135.95077976470,Classical-Relaxed
20,129883.90137055600,Classical-Relaxed
20,54134.81975419640,Classical-Relaxed
20,3174.665955145170,Classical-Relaxed
20,102119.86148177100,Classical-Relaxed
20,42750.983133477800,Classical-Relaxed
20,101850.58559313800,Classical-Relaxed
20,12148.274130975500,Classical-Relaxed
20,10612.603244606900,Classical-Relaxed
20,49552.697025411100,Classical-Relaxed
20,37553.902378436300,Classical-Relaxed
20,150528.00703236700,Classical-Relaxed
20,118203.20917458800,Classical-Relaxed
20,50478.558001764500,Classical-Relaxed
20,67694.46059523470,Classical-Relaxed
20,78117.60938714650,Classical-Relaxed
20,67693.36040735990,Classical-Relaxed
20,118202.35218999500,Classical-Relaxed
20,4200.356700870870,Classical-Relaxed
20,37549.65705295370,Classical-Relaxed
20,14572.165490030900,Classical-Relaxed
20,128627.59202198200,Classical-Relaxed
20,279002.08144677700,Classical-Relaxed
20,65398.3646426171,Classical-Relaxed
20,4258.168080450460,Classical-Relaxed
20,4200.420597022940,Classical-Relaxed
20,219702.10815140300,Classical-Relaxed
20,67693.95035961870,Classical-Relaxed
20,52297.4998883155,Classical-Relaxed
20,332260.47238771700,Classical-Relaxed
20,105163.442505982,Classical-Relaxed
20,82167.90039747570,Classical-Relaxed
20,105163.42143307100,Classical-Relaxed
20,10216.252027063000,Classical-Relaxed
20,150919.34505532000,Classical-Relaxed
20,154827.26006435400,Classical-Relaxed
20,243295.0141126430,Classical-Relaxed
20,157269.26375751000,Classical-Relaxed
20,40639.452788374000,Classical-Relaxed
20,87951.16085617760,Classical-Relaxed
20,150919.26549096100,Classical-Relaxed
20,186301.35772203900,Classical-Relaxed
20,97631.56378890080,Classical-Relaxed
20,82865.59300423990,Classical-Relaxed
20,156009.32838894300,Classical-Relaxed
20,150919.33394537500,Classical-Relaxed
20,135455.42580877700,Classical-Relaxed
20,41336.45175958220,Classical-Relaxed
20,52572.08041186910,Classical-Relaxed
20,41336.297949406500,Classical-Relaxed
20,6179.068959681230,Classical-Relaxed
20,63883.950863810300,Classical-Relaxed
20,207586.46206425800,Classical-Relaxed
20,68633.9742934145,Classical-Relaxed
20,111020.9566247410,Classical-Relaxed
20,163979.04210172700,Classical-Relaxed
20,21972.980129090800,Classical-Relaxed
20,207584.11203936100,Classical-Relaxed
20,152923.56971348800,Classical-Relaxed
20,160923.0301797810,Classical-Relaxed
20,247011.95088038100,Classical-Relaxed
20,155682.67687472000,Classical-Relaxed
20,207584.76653133100,Classical-Relaxed
20,9232.062447216050,Classical-Relaxed
20,261906.29417932900,Classical-Relaxed
20,162823.8315456860,Classical-Relaxed
20,163979.03392044900,Classical-Relaxed
20,193344.49454939400,Classical-Relaxed
20,68629.3303332883,Classical-Relaxed
20,30578.613857207800,Classical-Relaxed
20,335109.1075253370,Classical-Relaxed
20,376163.1785210790,Classical-Relaxed
20,186688.540457243,Classical-Relaxed
20,209309.18462486600,Classical-Relaxed
20,214097.41580679300,Classical-Relaxed
20,167823.62184330200,Classical-Relaxed
20,11890.81341890380,Classical-Relaxed
20,250363.22696235300,Classical-Relaxed
20,145634.5555477350,Classical-Relaxed
20,11849.691343533500,Classical-Relaxed
20,9657.534285018540,Classical-Relaxed
20,208877.5987795510,Classical-Relaxed
20,214097.74339948700,Classical-Relaxed
20,329535.33280649800,Classical-Relaxed
20,263541.2043470770,Classical-Relaxed
20,335109.0629543650,Classical-Relaxed
20,7126.73330188189,Classical-Relaxed
20,350563.10561312500,Classical-Relaxed
20,83239.34812465370,Classical-Relaxed
20,11928.008316968400,Classical-Relaxed
20,11197.097090666500,Classical-Relaxed
20,54409.53195119800,Classical-Relaxed
20,22167.140410327900,Classical-Relaxed
20,101058.84993361200,Classical-Relaxed
20,33849.42546215760,Classical-Relaxed
20,209515.9303073990,Classical-Relaxed
20,250793.9571494630,Classical-Relaxed
20,209515.84219366800,Classical-Relaxed
20,214043.43701292200,Classical-Relaxed
20,204150.33116300300,Classical-Relaxed
20,97597.37584747090,Classical-Relaxed
20,437643.2166305440,Classical-Relaxed
20,163474.04692314200,Classical-Relaxed
20,56326.180852393200,Classical-Relaxed
20,12246.59115831930,Classical-Relaxed
20,92187.83502997120,Classical-Relaxed
20,14316.46643305900,Classical-Relaxed
20,84725.4007098078,Classical-Relaxed
20,163473.93638620200,Classical-Relaxed
20,191877.98432453700,Classical-Relaxed
20,333273.20352995800,Classical-Relaxed
20,243348.0730929080,Classical-Relaxed
20,44321.539140404600,Classical-Relaxed
20,56003.8549147599,Classical-Relaxed
20,159574.9989920650,Classical-Relaxed
20,15212.503792721100,Classical-Relaxed
20,159574.00300491200,Classical-Relaxed
20,532827.1467883810,Classical-Relaxed
20,243347.6873987970,Classical-Relaxed
20,333273.24325053700,Classical-Relaxed
20,547967.1533507010,Classical-Relaxed
20,84235.36786754290,Classical-Relaxed
20,49661.49666686820,Classical-Relaxed
20,100097.57609182600,Classical-Relaxed
20,100096.86291188500,Classical-Relaxed
20,317409.20348228200,Classical-Relaxed
20,143710.07974031500,Classical-Relaxed
20,263049.6221296560,Classical-Relaxed
20,254459.45946136500,Classical-Relaxed
20,53633.75967211700,Classical-Relaxed
20,202408.65392231300,Classical-Relaxed
20,222793.10036441300,Classical-Relaxed
20,212857.90030919700,Classical-Relaxed
20,67007.4997672325,Classical-Relaxed
20,12205.57547711450,Classical-Relaxed
20,216296.9113232240,Classical-Relaxed
20,24264.98253238350,Classical-Relaxed
20,25086.98323727400,Classical-Relaxed
20,127579.7769770880,Classical-Relaxed
20,80047.10624493240,Classical-Relaxed
20,120785.52085958500,Classical-Relaxed
20,473635.77357629900,Classical-Relaxed
20,21458.321836437600,Classical-Relaxed
20,141779.39368861000,Classical-Relaxed
20,222791.46066836200,Classical-Relaxed
20,120781.87761078400,Classical-Relaxed
20,202407.40262792000,Classical-Relaxed
20,542467.4238386340,Classical-Relaxed
20,15664.339354847600,Classical-Relaxed
20,192473.93038649600,Classical-Relaxed
20,101745.1339570330,Classical-Relaxed
20,121712.48561725000,Classical-Relaxed
20,74507.02375777860,Classical-Relaxed
20,47177.78216539960,Classical-Relaxed
20,104134.5414947730,Classical-Relaxed
20,22858.714529825500,Classical-Relaxed
20,140215.22985390100,Classical-Relaxed
20,69825.42637848690,Classical-Relaxed
20,62849.43025254360,Classical-Relaxed
20,132881.06810276000,Classical-Relaxed
20,47177.52704961430,Classical-Relaxed
20,62849.50625047670,Classical-Relaxed
20,45363.52098125650,Classical-Relaxed
20,73709.44948871010,Classical-Relaxed
20,81480.80935167800,Classical-Relaxed
20,74505.15654999370,Classical-Relaxed
20,73709.28895478320,Classical-Relaxed
20,197081.38243485500,Classical-Relaxed
20,31714.17204106080,Classical-Relaxed
20,107995.93125712300,Classical-Relaxed
20,62721.49373524500,Classical-Relaxed
20,56011.34270050820,Classical-Relaxed
20,122955.15011135500,Classical-Relaxed
20,1280.8585457644500,Classical-Relaxed
20,3227.626831569470,Classical-Relaxed
20,189495.41679771300,Classical-Relaxed
20,36226.714392318200,Classical-Relaxed
20,62732.82645744450,Classical-Relaxed
20,152963.44172933200,Classical-Relaxed
20,34100.38510511130,Classical-Relaxed
20,5714.1566822973800,Classical-Relaxed
20,4133.160324918980,Classical-Relaxed
20,15862.055659963000,Classical-Relaxed
20,152963.40743522100,Classical-Relaxed
20,15861.135992502400,Classical-Relaxed
20,5717.3062757117500,Classical-Relaxed
20,1263.5656789805800,Classical-Relaxed
20,189495.0728788990,Classical-Relaxed
20,24337.2961265115,Classical-Relaxed
20,24330.091321768300,Classical-Relaxed
20,34389.457371733400,Classical-Relaxed
20,144635.09785713500,Classical-Relaxed
20,29291.340503720300,Classical-Relaxed
20,117403.10363424900,Classical-Relaxed
20,217256.84205271800,Classical-Relaxed
20,34389.346159988600,Classical-Relaxed
20,69607.29252978560,Classical-Relaxed
20,119565.90066531000,Classical-Relaxed
20,110033.05931897800,Classical-Relaxed
20,110033.08524981400,Classical-Relaxed
20,80969.48564565650,Classical-Relaxed
20,223213.006030002,Classical-Relaxed
20,253052.6975877420,Classical-Relaxed
20,128811.93003259300,Classical-Relaxed
20,29291.590963997600,Classical-Relaxed
20,223561.02253039800,Classical-Relaxed
20,5945.848974235220,Classical-Relaxed
20,80969.568632609,Classical-Relaxed
20,253052.19115361700,Classical-Relaxed
20,203535.11929616200,Classical-Relaxed
20,70237.52409898620,Classical-Relaxed
20,58866.13880052950,Classical-Relaxed
20,66473.8515017599,Classical-Relaxed
20,138492.63416268900,Classical-Relaxed
20,30804.664459555800,Classical-Relaxed
20,50792.328714013300,Classical-Relaxed
20,138492.12639673300,Classical-Relaxed
20,1773.104144880880,Classical-Relaxed
20,29533.39500054640,Classical-Relaxed
20,70233.3323417879,Classical-Relaxed
20,66685.94755274400,Classical-Relaxed
20,41813.019361270200,Classical-Relaxed
20,10178.915153883600,Classical-Relaxed
20,82366.62429609210,Classical-Relaxed
20,70232.97374410360,Classical-Relaxed
20,62917.37496925610,Classical-Relaxed
20,25671.8042377106,Classical-Relaxed
20,41811.13567284940,Classical-Relaxed
20,70230.8001895059,Classical-Relaxed
20,70234.71690193480,Classical-Relaxed
2,5.048545244431940,MAQAOA
2,5.059461501291880,MAQAOA
2,4.483366660040300,MAQAOA
2,4.53559567722188,MAQAOA
2,6.158576693045710,MAQAOA
2,5.372948737813190,MAQAOA
2,5.212952772125390,MAQAOA
2,5.548941654269570,MAQAOA
2,4.827306393374280,MAQAOA
2,3.6690621856427600,MAQAOA
2,5.138227610674880,MAQAOA
2,6.05336671820663,MAQAOA
2,4.920866571811960,MAQAOA
2,5.382263200181500,MAQAOA
2,6.363311976942500,MAQAOA
2,5.286382145809910,MAQAOA
2,6.276659418935720,MAQAOA
2,5.857898062663270,MAQAOA
2,5.199272836810450,MAQAOA
2,4.594295391566280,MAQAOA
2,2.486050828268960,MAQAOA
2,4.860562768119590,MAQAOA
2,4.934689902531070,MAQAOA
2,3.9110186593982700,MAQAOA
2,5.723376178192740,MAQAOA
2,5.492285545568810,MAQAOA
2,4.448753997953090,MAQAOA
2,4.840080191332200,MAQAOA
2,5.280691481049420,MAQAOA
2,4.018612478549030,MAQAOA
2,4.47955596745409,MAQAOA
2,5.274581407146780,MAQAOA
2,5.062546435829740,MAQAOA
2,5.65211793514326,MAQAOA
2,4.037642462081290,MAQAOA
2,4.866592746376940,MAQAOA
2,5.209254221007110,MAQAOA
2,4.401519818144540,MAQAOA
2,3.459288493663520,MAQAOA
2,4.312121086480250,MAQAOA
2,4.372278488648380,MAQAOA
2,5.576625593183610,MAQAOA
2,5.695381722649960,MAQAOA
2,4.997648352867790,MAQAOA
2,4.122908221248170,MAQAOA
2,3.8268630862945200,MAQAOA
2,5.182060276397400,MAQAOA
2,5.621610205380560,MAQAOA
2,3.8771764740776400,MAQAOA
2,5.867234879706170,MAQAOA
2,4.401404072677900,MAQAOA
2,4.3261725549261300,MAQAOA
2,4.931771261057210,MAQAOA
2,5.946988445092890,MAQAOA
2,4.796566422438280,MAQAOA
2,4.911413958512460,MAQAOA
2,4.712072121912790,MAQAOA
2,4.28022657361673,MAQAOA
2,5.060916702289200,MAQAOA
2,4.256316546555680,MAQAOA
2,3.1819522600930300,MAQAOA
2,2.8246311934135900,MAQAOA
2,2.9828806830644300,MAQAOA
2,3.15970469559315,MAQAOA
2,3.059393921539450,MAQAOA
2,3.725139612018830,MAQAOA
2,3.1977051829618900,MAQAOA
2,2.746308228623650,MAQAOA
2,3.139354540003930,MAQAOA
2,3.1005569203709500,MAQAOA
2,3.3119050134914000,MAQAOA
2,2.6136215875261400,MAQAOA
2,2.3530379117291400,MAQAOA
2,3.1610585092296700,MAQAOA
2,2.7959060853031400,MAQAOA
2,3.431543529129350,MAQAOA
2,2.939918585063260,MAQAOA
2,2.427237354808430,MAQAOA
2,2.6425590809936900,MAQAOA
2,2.8249628777315400,MAQAOA
2,4.568107707025630,MAQAOA
2,5.395621385424370,MAQAOA
2,4.996256520738000,MAQAOA
2,4.714497055595560,MAQAOA
2,4.956533438033830,MAQAOA
2,6.247133267301620,MAQAOA
2,4.994633620113820,MAQAOA
2,5.012328511996340,MAQAOA
2,7.26613692091437,MAQAOA
2,5.3818930068619300,MAQAOA
2,6.124432255359930,MAQAOA
2,5.762513306970710,MAQAOA
2,5.663880976367280,MAQAOA
2,5.139936045991100,MAQAOA
2,5.1207222463084600,MAQAOA
2,4.993296843274150,MAQAOA
2,4.689855489554350,MAQAOA
2,6.2195831855192000,MAQAOA
2,5.8772102403548900,MAQAOA
2,4.556054727971650,MAQAOA
2,5.175426525842980,MAQAOA
2,5.003262715048670,MAQAOA
2,5.080402677553110,MAQAOA
2,6.009075118191670,MAQAOA
2,4.366053970812240,MAQAOA
2,4.403759308019080,MAQAOA
2,4.474610817663760,MAQAOA
2,5.276558659624290,MAQAOA
2,4.643956852049540,MAQAOA
2,5.018711922937760,MAQAOA
2,5.19570480664478,MAQAOA
2,4.5161490249593900,MAQAOA
2,4.708028592230450,MAQAOA
2,5.655888213596640,MAQAOA
2,5.010437156237080,MAQAOA
2,3.3024910993968200,MAQAOA
2,4.029403520098110,MAQAOA
2,4.98823758142174,MAQAOA
2,4.963867542975550,MAQAOA
2,4.870990877345560,MAQAOA
2,4.774829673499470,MAQAOA
2,3.4445709221046000,MAQAOA
2,4.878571163709310,MAQAOA
2,4.337602419807180,MAQAOA
2,5.293290409095230,MAQAOA
2,4.593536823359000,MAQAOA
2,5.418171250912890,MAQAOA
2,5.047194895652050,MAQAOA
2,5.110766430354630,MAQAOA
2,4.203090983297180,MAQAOA
2,5.614627465198690,MAQAOA
2,5.317251696385370,MAQAOA
2,5.671272496810480,MAQAOA
2,6.275850802194010,MAQAOA
2,4.7877726350938400,MAQAOA
2,3.8428379628617300,MAQAOA
2,5.990869331927490,MAQAOA
2,5.748393507670470,MAQAOA
2,5.171805986834920,MAQAOA
2,5.788855486563290,MAQAOA
2,4.749537948647190,MAQAOA
2,4.621706055662790,MAQAOA
2,5.0822606473110600,MAQAOA
2,5.476257287364170,MAQAOA
2,5.241386407343700,MAQAOA
2,3.3598710000514100,MAQAOA
2,4.670528460476710,MAQAOA
2,5.101277768827330,MAQAOA
2,5.721800821997810,MAQAOA
2,5.828120597456440,MAQAOA
2,6.3184730723153,MAQAOA
2,5.150230743673980,MAQAOA
2,5.881592006262720,MAQAOA
2,3.6554427078764200,MAQAOA
2,5.804441676737890,MAQAOA
2,5.132083851201060,MAQAOA
2,4.719656706527320,MAQAOA
2,5.388433473163590,MAQAOA
2,5.628798780672490,MAQAOA
2,5.500266498403150,MAQAOA
2,4.731153177328350,MAQAOA
2,3.0591717645737100,MAQAOA
2,3.2811190130474800,MAQAOA
2,3.678360428897400,MAQAOA
2,3.5998318957040500,MAQAOA
2,4.206072965868290,MAQAOA
2,3.219719259744810,MAQAOA
2,5.400844707058710,MAQAOA
2,5.696490143681310,MAQAOA
2,3.459415479255680,MAQAOA
2,3.9921431057857000,MAQAOA
2,3.079201763344260,MAQAOA
2,4.5517023535327300,MAQAOA
2,4.293541035067920,MAQAOA
2,5.830174571919230,MAQAOA
2,3.7015725188927700,MAQAOA
2,4.645643582005690,MAQAOA
2,3.4626885078542500,MAQAOA
2,4.479030167613880,MAQAOA
2,3.454597529796450,MAQAOA
2,4.8891534480464300,MAQAOA
2,4.930678112443350,MAQAOA
2,3.9474823650521000,MAQAOA
2,4.063779022801150,MAQAOA
2,3.3548609725242500,MAQAOA
2,4.523579861971100,MAQAOA
2,4.860394127714200,MAQAOA
2,3.7269786690960100,MAQAOA
2,3.3727507195913100,MAQAOA
2,3.6971188605259200,MAQAOA
2,4.436308973294760,MAQAOA
2,2.736575443309620,MAQAOA
2,3.8363854387592100,MAQAOA
2,4.811364696747470,MAQAOA
2,4.595895942489690,MAQAOA
2,4.731875770141730,MAQAOA
2,3.686358391755870,MAQAOA
2,3.007593896870910,MAQAOA
2,3.8234276276491600,MAQAOA
2,3.0852839969295100,MAQAOA
2,4.502867723462600,MAQAOA
2,4.287072592363980,MAQAOA
2,4.175065271770200,MAQAOA
2,4.981069661924280,MAQAOA
2,4.729490501493130,MAQAOA
2,4.696315279423750,MAQAOA
2,5.303694285388280,MAQAOA
2,5.46165268417378,MAQAOA
2,4.360518391571560,MAQAOA
2,5.23311323453395,MAQAOA
2,4.059492939989330,MAQAOA
2,4.794302191929000,MAQAOA
2,4.8413196498130500,MAQAOA
2,4.252484764666120,MAQAOA
2,3.8990277960374700,MAQAOA
2,5.090240903369850,MAQAOA
2,4.511203535858370,MAQAOA
2,4.829938181399880,MAQAOA
2,5.002785496429570,MAQAOA
2,5.105084803731440,MAQAOA
2,4.067571254879780,MAQAOA
2,4.412011215017570,MAQAOA
2,4.889648668764160,MAQAOA
2,5.360684157421910,MAQAOA
2,3.723847531288930,MAQAOA
2,5.045550257977350,MAQAOA
2,5.8105030021242900,MAQAOA
2,4.062960172424300,MAQAOA
2,4.60163691092594,MAQAOA
2,5.2639574169660800,MAQAOA
2,5.090257573112910,MAQAOA
2,5.871688722940110,MAQAOA
2,5.617146814674730,MAQAOA
2,3.319181455056180,MAQAOA
2,5.3266451177695500,MAQAOA
2,3.8503788386240900,MAQAOA
2,4.464803578210760,MAQAOA
2,5.235326373263530,MAQAOA
2,5.072071859417820,MAQAOA
2,4.240166040733420,MAQAOA
2,6.158902131056060,MAQAOA
2,4.030587190880600,MAQAOA
2,4.2537120846691500,MAQAOA
2,4.371516591714930,MAQAOA
2,5.4292442125203400,MAQAOA
2,5.37728277716662,MAQAOA
2,4.036512754337000,MAQAOA
2,5.0520704717552300,MAQAOA
2,5.459498580610080,MAQAOA
2,4.201384495549950,MAQAOA
