n,Cost,Algorithm
13,7.000464510622040,Classical-Relaxed
13,57.00009412251670,Classical-Relaxed
13,19.00011719800660,Classical-Relaxed
13,23.000588779296500,Classical-Relaxed
13,17.000407299201400,Classical-Relaxed
13,33.00138243073960,Classical-Relaxed
13,27.00085817232990,Classical-Relaxed
13,33.08967445521420,Classical-Relaxed
13,7.000323882217710,Classical-Relaxed
13,7.000845493918420,Classical-Relaxed
13,81.00007447992650,Classical-Relaxed
13,42.0000584289161,Classical-Relaxed
13,54.00507843613110,Classical-Relaxed
13,30.000166909214600,Classical-Relaxed
13,34.000146138703600,Classical-Relaxed
13,10.002308965252000,Classical-Relaxed
13,24.000229198846400,Classical-Relaxed
13,112.00001403683700,Classical-Relaxed
13,16.000586486695600,Classical-Relaxed
13,30.000166524651400,Classical-Relaxed
13,42.00013195628280,Classical-Relaxed
13,8.001114596783740,Classical-Relaxed
13,48.00008587459420,Classical-Relaxed
13,12.022123214248100,Classical-Relaxed
13,24.000355360672400,Classical-Relaxed
13,22.000549655059200,Classical-Relaxed
13,6.008137210964280,Classical-Relaxed
13,14.594925874343100,Classical-Relaxed
13,2.7387996521412400,Classical-Relaxed
13,20.000384978099900,Classical-Relaxed
13,38.000085417122000,Classical-Relaxed
13,4.42511062615421,Classical-Relaxed
13,7.320840529147270,Classical-Relaxed
13,4.078144220083310,Classical-Relaxed
13,2.372936783145680,Classical-Relaxed
13,4.254297373906060,Classical-Relaxed
13,4.290257702436740,Classical-Relaxed
13,6.032296981150770,Classical-Relaxed
13,6.160975454171600,Classical-Relaxed
13,4.067418740540020,Classical-Relaxed
13,4.22644092757898,Classical-Relaxed
13,22.31217957655220,Classical-Relaxed
13,2.6064848557280600,Classical-Relaxed
13,160.00000454291800,Classical-Relaxed
13,11.175064358035200,Classical-Relaxed
13,8.957518203307480,Classical-Relaxed
13,3.0950375134274800,Classical-Relaxed
13,8.502312011605100,Classical-Relaxed
13,3.014239896279050,Classical-Relaxed
13,12.002733111631600,Classical-Relaxed
13,7.519322967036620,Classical-Relaxed
13,94.00021001315880,Classical-Relaxed
13,12.000158174478000,Classical-Relaxed
13,8.000154888004,Classical-Relaxed
13,6.0001367743758200,Classical-Relaxed
13,42.00000532709860,Classical-Relaxed
13,30.000122504007300,Classical-Relaxed
13,84.00001589750440,Classical-Relaxed
13,32.00018931906860,Classical-Relaxed
13,42.00001888127210,Classical-Relaxed
13,34.00014262564140,Classical-Relaxed
13,8.000131083406090,Classical-Relaxed
13,4.000091324540100,Classical-Relaxed
13,14.00007221051250,Classical-Relaxed
13,76.00000401605620,Classical-Relaxed
13,10.00019644451100,Classical-Relaxed
13,45.97114117747820,Classical-Relaxed
13,20.000077669257500,Classical-Relaxed
13,12.000162879791400,Classical-Relaxed
13,32.00002009635920,Classical-Relaxed
13,32.000170239045600,Classical-Relaxed
13,29.0019142966503,Classical-Relaxed
13,17.01414335394470,Classical-Relaxed
13,20.704261993086400,Classical-Relaxed
13,2.898910082998580,Classical-Relaxed
13,49.000586087112700,Classical-Relaxed
13,101.00014107163800,Classical-Relaxed
13,21.00297473789880,Classical-Relaxed
13,65.00058072981240,Classical-Relaxed
13,41.00676120637000,Classical-Relaxed
13,73.00029490986510,Classical-Relaxed
13,11.84815530507760,Classical-Relaxed
13,37.21459050144040,Classical-Relaxed
13,5.372830162143220,Classical-Relaxed
13,4.735591133142460,Classical-Relaxed
13,4.328706296287440,Classical-Relaxed
13,37.001745615467500,Classical-Relaxed
13,15.01084649830220,Classical-Relaxed
13,33.00163719790730,Classical-Relaxed
13,3.157347050612400,Classical-Relaxed
13,41.00212564053140,Classical-Relaxed
13,10.000582213226900,Classical-Relaxed
13,44.000054671553200,Classical-Relaxed
13,48.00001968302500,Classical-Relaxed
13,28.000039205900600,Classical-Relaxed
13,64.0000767881755,Classical-Relaxed
13,14.000327428603600,Classical-Relaxed
13,100.00030864450800,Classical-Relaxed
13,18.000050775934300,Classical-Relaxed
13,12.000222398509700,Classical-Relaxed
13,70.00001005675760,Classical-Relaxed
13,20.000474150327000,Classical-Relaxed
13,26.000053548535900,Classical-Relaxed
13,4.00054490877561,Classical-Relaxed
13,100.00025217427900,Classical-Relaxed
13,41.88602424198990,Classical-Relaxed
13,6.000359402779680,Classical-Relaxed
13,72.00001193212200,Classical-Relaxed
13,32.00119011652330,Classical-Relaxed
13,18.000055367307100,Classical-Relaxed
13,10.00032644054230,Classical-Relaxed
14,21.928157704375500,Classical-Relaxed
14,20.000474433557300,Classical-Relaxed
14,2.004287775522680,Classical-Relaxed
14,14.000539936274000,Classical-Relaxed
14,34.004871180536700,Classical-Relaxed
14,8.004498177036860,Classical-Relaxed
14,8.00358178604137,Classical-Relaxed
14,6.000484973860640,Classical-Relaxed
14,11.154719115304400,Classical-Relaxed
14,2.0056023241487800,Classical-Relaxed
14,34.000547303269400,Classical-Relaxed
14,10.004935231250100,Classical-Relaxed
14,14.000340269972800,Classical-Relaxed
14,2.0078280532659300,Classical-Relaxed
14,28.00017613008930,Classical-Relaxed
14,6.003677048218010,Classical-Relaxed
14,150.00000133668600,Classical-Relaxed
14,2.004431161773740,Classical-Relaxed
14,2.006684925836390,Classical-Relaxed
14,14.00059377635500,Classical-Relaxed
14,1.017323663607470,Classical-Relaxed
14,1.0673291106906600,Classical-Relaxed
14,13.014725061194300,Classical-Relaxed
14,11.001414149463500,Classical-Relaxed
14,8.586319650109230,Classical-Relaxed
14,25.00020681230670,Classical-Relaxed
14,9.01847647237113,Classical-Relaxed
14,3.0048354184576300,Classical-Relaxed
14,1.0084129825839200,Classical-Relaxed
14,31.00011638964830,Classical-Relaxed
14,53.00005246527020,Classical-Relaxed
14,9.003388637429150,Classical-Relaxed
14,11.003047355265000,Classical-Relaxed
14,4.921897716448510,Classical-Relaxed
14,23.000198777526700,Classical-Relaxed
14,11.000767459533700,Classical-Relaxed
14,3.0031859712203600,Classical-Relaxed
14,39.00007598528970,Classical-Relaxed
14,11.000850125115100,Classical-Relaxed
14,30.787220651825400,Classical-Relaxed
14,0.15803719550989400,Classical-Relaxed
14,10.001851343920700,Classical-Relaxed
14,6.002639864711850,Classical-Relaxed
14,6.002695186111890,Classical-Relaxed
14,2.0148719811591400,Classical-Relaxed
14,10.000799414626000,Classical-Relaxed
14,2.0047659123566100,Classical-Relaxed
14,16.00046925648340,Classical-Relaxed
14,32.0000480022026,Classical-Relaxed
14,2.0089424890151000,Classical-Relaxed
14,10.044450595787400,Classical-Relaxed
14,12.002560227193900,Classical-Relaxed
14,8.001609448725690,Classical-Relaxed
14,4.007272747012550,Classical-Relaxed
14,4.003489082235430,Classical-Relaxed
14,0.24691742976105900,Classical-Relaxed
14,22.002886335148100,Classical-Relaxed
14,18.000253429955000,Classical-Relaxed
14,16.00054118339700,Classical-Relaxed
14,14.001691294096900,Classical-Relaxed
14,7.000808380196290,Classical-Relaxed
14,16.185181708770400,Classical-Relaxed
14,21.000262241178600,Classical-Relaxed
14,11.003578021923100,Classical-Relaxed
14,9.002514937394140,Classical-Relaxed
14,3.0040441139202400,Classical-Relaxed
14,89.00004501016580,Classical-Relaxed
14,1.008570470243360,Classical-Relaxed
14,13.270551534599500,Classical-Relaxed
14,9.00245863016545,Classical-Relaxed
14,7.00361431394542,Classical-Relaxed
14,69.0000340372229,Classical-Relaxed
14,11.004040492893300,Classical-Relaxed
14,5.001813045947000,Classical-Relaxed
14,53.000107458428300,Classical-Relaxed
14,63.00003133977850,Classical-Relaxed
14,5.0040257894910500,Classical-Relaxed
14,3.005689247510790,Classical-Relaxed
14,7.002640009809040,Classical-Relaxed
14,5.004463490976090,Classical-Relaxed
14,68.00006238854160,Classical-Relaxed
14,15.07399936675010,Classical-Relaxed
14,2.463743418931480,Classical-Relaxed
14,10.002037843864800,Classical-Relaxed
14,4.08957271941489,Classical-Relaxed
14,70.00014520966140,Classical-Relaxed
14,6.001735033776470,Classical-Relaxed
14,30.000124903559200,Classical-Relaxed
14,34.00007601741080,Classical-Relaxed
14,11.397365317255300,Classical-Relaxed
14,6.006334413613060,Classical-Relaxed
14,2.393236574762490,Classical-Relaxed
14,9.950156001936490,Classical-Relaxed
14,9.86936591785751,Classical-Relaxed
14,2.011769598832110,Classical-Relaxed
14,46.00026692205290,Classical-Relaxed
14,2.0182720294337300,Classical-Relaxed
14,28.000306785120300,Classical-Relaxed
14,2.1548284156864600,Classical-Relaxed
14,12.002273006824700,Classical-Relaxed
14,10.830134381848700,Classical-Relaxed
14,14.497657380468600,Classical-Relaxed
14,106.00021068361800,Classical-Relaxed
14,4.002507132741780,Classical-Relaxed
14,0.6553447304148710,Classical-Relaxed
14,14.011409774096300,Classical-Relaxed
14,20.039272900473900,Classical-Relaxed
14,7.871047512204380,Classical-Relaxed
14,8.085400557154160,Classical-Relaxed
14,28.003116135605300,Classical-Relaxed
14,9.22870415624285,Classical-Relaxed
14,14.050209755634500,Classical-Relaxed
14,8.509174272230710,Classical-Relaxed
14,112.00005886074100,Classical-Relaxed
14,4.623402842689730,Classical-Relaxed
14,11.833571337533900,Classical-Relaxed
14,8.210347750174580,Classical-Relaxed
14,2.840772390985900,Classical-Relaxed
14,24.00206786280600,Classical-Relaxed
14,21.086883177287100,Classical-Relaxed
14,22.000584287563500,Classical-Relaxed
14,21.016882079905500,Classical-Relaxed
14,2.0032404325240500,Classical-Relaxed
14,8.00188970849092,Classical-Relaxed
14,12.003246589079500,Classical-Relaxed
14,54.000605179153800,Classical-Relaxed
14,8.000613501916680,Classical-Relaxed
14,20.00015640827150,Classical-Relaxed
14,14.019942518296000,Classical-Relaxed
14,38.00156661601080,Classical-Relaxed
14,2.0092196970476800,Classical-Relaxed
14,8.003016383204520,Classical-Relaxed
14,2.004987528898600,Classical-Relaxed
14,42.00003479175090,Classical-Relaxed
14,8.001261027856240,Classical-Relaxed
14,16.003043805408700,Classical-Relaxed
14,24.000315326042600,Classical-Relaxed
14,30.000218057458900,Classical-Relaxed
14,18.695566026900600,Classical-Relaxed
14,10.000456434141600,Classical-Relaxed
14,8.000128531847370,Classical-Relaxed
14,86.00000978529070,Classical-Relaxed
14,10.000282751488000,Classical-Relaxed
14,20.00014040219440,Classical-Relaxed
14,6.000314039579370,Classical-Relaxed
14,24.000124480216100,Classical-Relaxed
14,30.00015875609530,Classical-Relaxed
14,16.000043523806100,Classical-Relaxed
14,40.00052670275980,Classical-Relaxed
14,40.00075164443400,Classical-Relaxed
14,36.00001134544420,Classical-Relaxed
14,4.000351315266880,Classical-Relaxed
14,2.0012878811804300,Classical-Relaxed
14,4.000649364531930,Classical-Relaxed
14,34.00002024171660,Classical-Relaxed
14,26.000036915453700,Classical-Relaxed
14,20.000200907409500,Classical-Relaxed
14,36.00034171683520,Classical-Relaxed
14,4.000227437655280,Classical-Relaxed
14,28.00032261393160,Classical-Relaxed
14,22.058583288014200,Classical-Relaxed
14,73.0002454494071,Classical-Relaxed
14,5.005756275693530,Classical-Relaxed
14,57.000017210996900,Classical-Relaxed
14,61.00003481882810,Classical-Relaxed
14,39.00261875924680,Classical-Relaxed
14,9.001033675063270,Classical-Relaxed
14,7.008366124845110,Classical-Relaxed
14,11.000915639783700,Classical-Relaxed
14,15.00179561552370,Classical-Relaxed
14,1.0111082919939500,Classical-Relaxed
14,39.00009834130940,Classical-Relaxed
14,47.000080400053600,Classical-Relaxed
14,5.004427878451750,Classical-Relaxed
14,13.00343010595640,Classical-Relaxed
14,3.003309492393950,Classical-Relaxed
14,17.003460455650400,Classical-Relaxed
14,9.00330182469615,Classical-Relaxed
14,3.0050336853860200,Classical-Relaxed
14,27.000118721941400,Classical-Relaxed
14,2.0030151274247700,Classical-Relaxed
14,80.00011724207860,Classical-Relaxed
14,20.000270818451800,Classical-Relaxed
14,28.0006832643865,Classical-Relaxed
14,38.000071098148100,Classical-Relaxed
14,88.00111064806400,Classical-Relaxed
14,16.000063558306600,Classical-Relaxed
14,36.00931326734810,Classical-Relaxed
14,26.000092932266700,Classical-Relaxed
14,22.00009633899100,Classical-Relaxed
14,18.000410052835000,Classical-Relaxed
14,26.00008942556070,Classical-Relaxed
14,16.00014878854870,Classical-Relaxed
14,22.00039414408510,Classical-Relaxed
14,4.000480963258130,Classical-Relaxed
14,4.000732354468320,Classical-Relaxed
14,34.11139441894580,Classical-Relaxed
14,34.000032949732500,Classical-Relaxed
14,28.000375106087500,Classical-Relaxed
14,6.000389755656050,Classical-Relaxed
14,85.00014633125600,Classical-Relaxed
14,33.00015794925050,Classical-Relaxed
14,21.00003615177970,Classical-Relaxed
14,11.00043240162530,Classical-Relaxed
14,25.002597089704300,Classical-Relaxed
14,25.00299353524440,Classical-Relaxed
14,15.000431922728100,Classical-Relaxed
14,27.30944238273420,Classical-Relaxed
14,45.00035563015280,Classical-Relaxed
14,21.001134124162600,Classical-Relaxed
14,33.00001794878860,Classical-Relaxed
14,47.00002221881630,Classical-Relaxed
14,13.000617620288200,Classical-Relaxed
14,17.000572050166700,Classical-Relaxed
14,47.00003204404640,Classical-Relaxed
14,3.0011683785474500,Classical-Relaxed
14,25.004676344620800,Classical-Relaxed
14,17.00055795520840,Classical-Relaxed
14,45.00031023436950,Classical-Relaxed
14,41.000213031771600,Classical-Relaxed
14,7.414864641185200,Classical-Relaxed
14,38.00251727428970,Classical-Relaxed
14,2.0552538826251700,Classical-Relaxed
14,9.296352273152890,Classical-Relaxed
14,58.00030048250150,Classical-Relaxed
14,79.27697412858650,Classical-Relaxed
14,2.1725924682847400,Classical-Relaxed
14,5.6987485306906800,Classical-Relaxed
14,70.0006526980034,Classical-Relaxed
14,1.3297775538289500,Classical-Relaxed
14,12.073057668883600,Classical-Relaxed
14,11.16781179642820,Classical-Relaxed
14,10.667045060871500,Classical-Relaxed
14,1.897963292999820,Classical-Relaxed
14,22.090559910312500,Classical-Relaxed
14,64.00018132189010,Classical-Relaxed
14,14.01206419167850,Classical-Relaxed
14,82.00057145108270,Classical-Relaxed
14,14.05556282129820,Classical-Relaxed
14,9.985291783196440,Classical-Relaxed
14,5.000472769368860,Classical-Relaxed
14,7.000585576785550,Classical-Relaxed
14,21.00077838590090,Classical-Relaxed
14,27.00052841887720,Classical-Relaxed
14,28.273257201525200,Classical-Relaxed
14,3.0021096109675200,Classical-Relaxed
14,41.00005606869480,Classical-Relaxed
14,1.0023780507235800,Classical-Relaxed
14,19.00151819975270,Classical-Relaxed
14,19.00009073321890,Classical-Relaxed
14,7.000454781060440,Classical-Relaxed
14,3.0016339285116700,Classical-Relaxed
14,5.001665430567820,Classical-Relaxed
14,1.0102533208625000,Classical-Relaxed
14,1.0049695565103200,Classical-Relaxed
14,32.97076358216160,Classical-Relaxed
14,17.00017134792800,Classical-Relaxed
14,32.974679841498300,Classical-Relaxed
14,35.00005327844680,Classical-Relaxed
14,21.00022108795110,Classical-Relaxed
14,1.4504068259520200,Classical-Relaxed
14,10.005775255727000,Classical-Relaxed
14,32.00083368869930,Classical-Relaxed
14,4.062301725314720,Classical-Relaxed
14,22.000808094531300,Classical-Relaxed
14,6.005942898211690,Classical-Relaxed
14,24.000843120434100,Classical-Relaxed
14,6.07001598927788,Classical-Relaxed
14,4.006616517918680,Classical-Relaxed
14,16.00238442377080,Classical-Relaxed
14,40.000340140407800,Classical-Relaxed
14,24.000804217079500,Classical-Relaxed
14,4.017616812089310,Classical-Relaxed
14,5.72820869790343,Classical-Relaxed
14,4.031872456659560,Classical-Relaxed
14,58.00009638649170,Classical-Relaxed
14,2.084003310442360,Classical-Relaxed
14,48.000081681175500,Classical-Relaxed
14,32.00072441905400,Classical-Relaxed
14,6.211665113109180,Classical-Relaxed
14,30.000031304082600,Classical-Relaxed
14,30.00020410218700,Classical-Relaxed
14,22.000205290658500,Classical-Relaxed
14,4.001663889161620,Classical-Relaxed
14,60.00001101128510,Classical-Relaxed
14,24.00005399542460,Classical-Relaxed
14,2.004458447841640,Classical-Relaxed
14,22.000090101408400,Classical-Relaxed
14,12.000618388289000,Classical-Relaxed
14,44.000079777127900,Classical-Relaxed
14,26.00006545426780,Classical-Relaxed
14,4.005631086817770,Classical-Relaxed
14,4.001298248751060,Classical-Relaxed
14,18.585900224819100,Classical-Relaxed
14,8.000418424706960,Classical-Relaxed
14,10.002003861628800,Classical-Relaxed
14,42.000077199023600,Classical-Relaxed
14,14.004789508536700,Classical-Relaxed
14,14.005158073515500,Classical-Relaxed
14,2.0016100032499700,Classical-Relaxed
14,7.000922660047120,Classical-Relaxed
14,29.000097237392500,Classical-Relaxed
14,1.01516423149702,Classical-Relaxed
14,11.035976334970800,Classical-Relaxed
14,1.0192299099251600,Classical-Relaxed
14,9.235124921216130,Classical-Relaxed
14,21.00090922680870,Classical-Relaxed
14,19.0007780656521,Classical-Relaxed
14,15.001102509841200,Classical-Relaxed
14,17.05377281850980,Classical-Relaxed
14,25.001609637942300,Classical-Relaxed
14,7.0051584217267200,Classical-Relaxed
14,5.002413754697450,Classical-Relaxed
14,11.001148604403500,Classical-Relaxed
14,11.001606062458400,Classical-Relaxed
14,25.00129266061930,Classical-Relaxed
14,9.007231985377730,Classical-Relaxed
14,21.000354669404600,Classical-Relaxed
14,22.094893137917700,Classical-Relaxed
14,3.0154258755301900,Classical-Relaxed
14,34.0000510380763,Classical-Relaxed
14,16.000064165230000,Classical-Relaxed
14,28.000078028546500,Classical-Relaxed
14,66.00000431659660,Classical-Relaxed
14,76.00000767469540,Classical-Relaxed
14,52.00030044522690,Classical-Relaxed
14,36.00004532295030,Classical-Relaxed
14,30.000036145500800,Classical-Relaxed
14,14.000025054552600,Classical-Relaxed
14,36.000041399213000,Classical-Relaxed
14,40.000108694647500,Classical-Relaxed
14,28.00002759751590,Classical-Relaxed
14,30.000009587198000,Classical-Relaxed
14,20.000019402594700,Classical-Relaxed
14,14.000040425024900,Classical-Relaxed
14,20.000005987012100,Classical-Relaxed
14,16.000029528446300,Classical-Relaxed
14,38.00000646526140,Classical-Relaxed
14,8.000067364948470,Classical-Relaxed
14,28.000033860073300,Classical-Relaxed
14,22.544966062683000,Classical-Relaxed
14,28.999888878532300,Classical-Relaxed
14,59.00001347252510,Classical-Relaxed
14,37.00022354299510,Classical-Relaxed
14,5.0014421009446800,Classical-Relaxed
14,37.00016411251770,Classical-Relaxed
14,21.000133938567400,Classical-Relaxed
14,7.001792732230430,Classical-Relaxed
14,5.00204556563175,Classical-Relaxed
14,17.000127444141300,Classical-Relaxed
14,53.00000887029990,Classical-Relaxed
14,83.00001628761770,Classical-Relaxed
14,23.003643100649300,Classical-Relaxed
14,13.001881440430700,Classical-Relaxed
14,11.001407912683000,Classical-Relaxed
14,22.605965838065300,Classical-Relaxed
14,31.000177680245900,Classical-Relaxed
14,5.003849377068610,Classical-Relaxed
14,23.000410050942500,Classical-Relaxed
14,21.991340990239200,Classical-Relaxed
14,13.000719044599500,Classical-Relaxed
14,3.0021063302830300,Classical-Relaxed
14,17.000661252767600,Classical-Relaxed
14,29.00019584953180,Classical-Relaxed
14,39.00005067272090,Classical-Relaxed
14,3.0146246384221700,Classical-Relaxed
14,21.001139916971300,Classical-Relaxed
14,31.00018053822270,Classical-Relaxed
14,69.00003118169980,Classical-Relaxed
14,4.971273158854240,Classical-Relaxed
14,15.000870010708300,Classical-Relaxed
14,15.000557537752600,Classical-Relaxed
14,11.00103662453970,Classical-Relaxed
14,47.000056611250800,Classical-Relaxed
14,29.00012834571200,Classical-Relaxed
14,9.002127773674960,Classical-Relaxed
14,99.00000756432680,Classical-Relaxed
14,12.009387946366000,Classical-Relaxed
14,13.00096267600720,Classical-Relaxed
14,33.00014761715890,Classical-Relaxed
14,36.00007244193920,Classical-Relaxed
14,54.000204780651300,Classical-Relaxed
14,68.00001201896890,Classical-Relaxed
14,34.00008802801220,Classical-Relaxed
14,44.00007308579450,Classical-Relaxed
14,26.000014163066300,Classical-Relaxed
14,30.00008252623470,Classical-Relaxed
14,6.0000550955924500,Classical-Relaxed
14,72.0000172833222,Classical-Relaxed
14,58.00182705685650,Classical-Relaxed
14,10.000036646582700,Classical-Relaxed
14,60.000008186844400,Classical-Relaxed
14,36.0000081856155,Classical-Relaxed
14,2.000367157875290,Classical-Relaxed
14,38.000045327341600,Classical-Relaxed
14,22.00002949158750,Classical-Relaxed
14,132.00005960023600,Classical-Relaxed
14,10.000042181285800,Classical-Relaxed
14,58.00001121081500,Classical-Relaxed
14,52.00012826384850,Classical-Relaxed
14,19.06357291602270,Classical-Relaxed
14,35.00007140364230,Classical-Relaxed
14,3.005358305325950,Classical-Relaxed
14,33.00083390884120,Classical-Relaxed
14,35.00029952609890,Classical-Relaxed
14,35.001940309861,Classical-Relaxed
14,35.00010666011830,Classical-Relaxed
14,23.000303695086500,Classical-Relaxed
14,1.009074345383780,Classical-Relaxed
14,15.000236489629900,Classical-Relaxed
14,17.000234149328100,Classical-Relaxed
14,33.00024871580560,Classical-Relaxed
14,19.10388413245620,Classical-Relaxed
14,7.000915776069970,Classical-Relaxed
14,25.000459208580700,Classical-Relaxed
14,17.00028371029420,Classical-Relaxed
14,27.000094992405000,Classical-Relaxed
14,17.000224034962300,Classical-Relaxed
14,21.000236247762,Classical-Relaxed
14,3.0054108164340700,Classical-Relaxed
14,28.000158954258900,Classical-Relaxed
14,12.00210670024430,Classical-Relaxed
14,30.000260921747500,Classical-Relaxed
14,38.00018339469820,Classical-Relaxed
14,54.000278212008400,Classical-Relaxed
14,12.001374973412400,Classical-Relaxed
14,8.002384974818060,Classical-Relaxed
14,88.0002099371297,Classical-Relaxed
14,32.000264316998900,Classical-Relaxed
14,50.0001132364616,Classical-Relaxed
14,50.000159332522800,Classical-Relaxed
14,80.00001462923990,Classical-Relaxed
14,62.00007337320440,Classical-Relaxed
14,14.7506406847882,Classical-Relaxed
14,16.001676570262700,Classical-Relaxed
14,50.000076567827700,Classical-Relaxed
14,72.00007252200870,Classical-Relaxed
14,30.000295626518200,Classical-Relaxed
14,84.00011781101460,Classical-Relaxed
14,70.0001053896908,Classical-Relaxed
14,46.00026675343730,Classical-Relaxed
14,18.000355685769300,Classical-Relaxed
14,22.000051308532800,Classical-Relaxed
14,26.00007323877500,Classical-Relaxed
14,20.000391503655900,Classical-Relaxed
14,6.0002569138065000,Classical-Relaxed
14,38.00012144354050,Classical-Relaxed
14,24.000776724342200,Classical-Relaxed
14,24.000068469430800,Classical-Relaxed
14,26.000768233663500,Classical-Relaxed
14,30.003722070145300,Classical-Relaxed
14,46.00002283913540,Classical-Relaxed
14,16.000253807206400,Classical-Relaxed
14,2.0012975478959200,Classical-Relaxed
14,26.000670909105900,Classical-Relaxed
14,10.000356824563900,Classical-Relaxed
14,10.000603971834300,Classical-Relaxed
14,2.000993542086600,Classical-Relaxed
14,2.0013877176343700,Classical-Relaxed
14,30.0035967101941,Classical-Relaxed
14,13.308040217562600,Classical-Relaxed
14,5.23377947986492,Classical-Relaxed
14,17.001468953126800,Classical-Relaxed
14,29.000341897974700,Classical-Relaxed
14,17.001763198069400,Classical-Relaxed
14,75.00002951358800,Classical-Relaxed
14,1.1066856259821200,Classical-Relaxed
14,29.000283757355900,Classical-Relaxed
14,17.001641857671100,Classical-Relaxed
14,9.05802619868847,Classical-Relaxed
14,3.036835554605270,Classical-Relaxed
14,15.001562529473200,Classical-Relaxed
14,7.475445837174860,Classical-Relaxed
14,15.00138635072860,Classical-Relaxed
14,7.162334886610640,Classical-Relaxed
14,15.002229391276800,Classical-Relaxed
14,25.01497972389640,Classical-Relaxed
14,21.00056254277280,Classical-Relaxed
14,17.002088146465100,Classical-Relaxed
14,71.00008033873710,Classical-Relaxed
14,6.385471351212590,Classical-Relaxed
14,36.00170468450810,Classical-Relaxed
14,4.811619341730240,Classical-Relaxed
14,14.226070433401400,Classical-Relaxed
14,4.447132457172620,Classical-Relaxed
14,22.372909771989000,Classical-Relaxed
14,86.00038266000570,Classical-Relaxed
14,38.00072882713170,Classical-Relaxed
14,14.317537398395300,Classical-Relaxed
14,40.00067824090150,Classical-Relaxed
14,38.00192375768180,Classical-Relaxed
14,11.223389951514900,Classical-Relaxed
14,20.009205690684700,Classical-Relaxed
14,17.1341873142637,Classical-Relaxed
14,15.717195834444600,Classical-Relaxed
14,16.0086785132022,Classical-Relaxed
14,10.418705307664100,Classical-Relaxed
14,7.644871194898420,Classical-Relaxed
14,12.632745820569600,Classical-Relaxed
14,14.414793538031200,Classical-Relaxed
15,83.00064558846370,Classical-Relaxed
15,27.003682762853200,Classical-Relaxed
15,5.606762170128000,Classical-Relaxed
15,21.005337436395200,Classical-Relaxed
15,14.995580751302000,Classical-Relaxed
15,7.50214406368317,Classical-Relaxed
15,11.427873600338600,Classical-Relaxed
15,15.008682286811700,Classical-Relaxed
15,3.159150678983830,Classical-Relaxed
15,21.00595616453180,Classical-Relaxed
15,26.495351664006000,Classical-Relaxed
15,51.000757219853900,Classical-Relaxed
15,81.00056845978570,Classical-Relaxed
15,51.00102488788470,Classical-Relaxed
15,53.00119729010740,Classical-Relaxed
15,21.892521840697400,Classical-Relaxed
15,19.399876776767000,Classical-Relaxed
15,3.019066131461840,Classical-Relaxed
15,7.064076252172040,Classical-Relaxed
15,4.870612327539780,Classical-Relaxed
15,57.000009937522500,Classical-Relaxed
15,38.48404019277970,Classical-Relaxed
15,51.000010881400600,Classical-Relaxed
15,37.00004264154310,Classical-Relaxed
15,28.397785557778900,Classical-Relaxed
15,49.00011570083530,Classical-Relaxed
15,21.000064448059400,Classical-Relaxed
15,21.000038476947100,Classical-Relaxed
15,71.00007370588790,Classical-Relaxed
15,27.000018187754700,Classical-Relaxed
15,9.00069719654908,Classical-Relaxed
15,27.000023914584300,Classical-Relaxed
15,15.000571567853400,Classical-Relaxed
15,19.00122912712680,Classical-Relaxed
15,19.000615087621600,Classical-Relaxed
15,51.000021837457600,Classical-Relaxed
15,5.001087544564250,Classical-Relaxed
15,41.0000980053865,Classical-Relaxed
15,28.199411383950600,Classical-Relaxed
15,3.001370754661130,Classical-Relaxed
15,94.00018971987580,Classical-Relaxed
15,9.893123014902940,Classical-Relaxed
15,7.852031503243550,Classical-Relaxed
15,4.175535669739440,Classical-Relaxed
15,68.00619866765300,Classical-Relaxed
15,8.186297433724750,Classical-Relaxed
15,26.00195139722080,Classical-Relaxed
15,12.370055368221400,Classical-Relaxed
15,3.999122503806630,Classical-Relaxed
15,90.00016971729580,Classical-Relaxed
15,2.3127388553549900,Classical-Relaxed
15,42.001390353853300,Classical-Relaxed
15,2.194106729966420,Classical-Relaxed
15,90.10969365158660,Classical-Relaxed
15,7.38885113310927,Classical-Relaxed
15,17.2813102721127,Classical-Relaxed
15,64.00031955749120,Classical-Relaxed
15,14.343468183977400,Classical-Relaxed
15,1.580057156514150,Classical-Relaxed
15,8.254409272443920,Classical-Relaxed
15,11.957000535722100,Classical-Relaxed
15,18.000961039842200,Classical-Relaxed
15,16.001032459609100,Classical-Relaxed
15,16.000682835073600,Classical-Relaxed
15,10.003811942625700,Classical-Relaxed
15,2.699749924261550,Classical-Relaxed
15,26.000564417392200,Classical-Relaxed
15,54.00021416307980,Classical-Relaxed
15,10.004302893144300,Classical-Relaxed
15,124.00004033464400,Classical-Relaxed
15,36.0008775020084,Classical-Relaxed
15,2.2465451911060500,Classical-Relaxed
15,4.032783810151050,Classical-Relaxed
15,12.001504537899400,Classical-Relaxed
15,22.00066528584960,Classical-Relaxed
15,28.00008941677690,Classical-Relaxed
15,6.006980009549740,Classical-Relaxed
15,84.00008136570400,Classical-Relaxed
15,16.00573512291340,Classical-Relaxed
15,106.0000710441250,Classical-Relaxed
15,13.00141030340230,Classical-Relaxed
15,1.046680689451490,Classical-Relaxed
15,13.000725201084400,Classical-Relaxed
15,35.00040262085810,Classical-Relaxed
15,3.138352326313830,Classical-Relaxed
